code,product_name,brands,categories,ingredients_text,allergens,labels,countries,serving_size,nutriscore_grade,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
20300623,Arrabbiata,Combino,"condiments, sauces, pasta sauces, tomato sauces, arrabbiata sauces, groceries","80% gehackte Tomaten, 9% Tomatenmark doppelt konzentriert, Olivenöl, rote Paprikaschoten, 1% Knoblauch, Zucker, Speisesalz, 0,55% Petersilie, 0,13% Chilischoten",,"vegetarian, no gluten, vegan, no lactose, nutriscore","czech republic, france, germany, italy, switzerland",400 ml,a,49.0,2.1,0.3,5.4,4.8,1.6,1.3,0.8
20304652,Hackfleisch,"Landjunker, Metzgerfrisch","meats and their products, beef and its products, meat preparations, meats, beef, fresh meats, beef preparations, fresh meat preparations, ground meat preparations, fresh ground meat preparations, ground beef preparations",Rindfleisch 100%,,"low or no fat, low fat, reduced fat, haltungsform, qs certification mark, haltungsform 1 stallhaltung",germany,,a,127.0,5.0,2.0,0.0,0.0,0.0,21.0,0.15
2030500371711,Tarte aux fraises,Auchan,"sweet pies, fruit tarts, strawberry pies","Fraises 48%. CREME pâtissière 25% (eau, sucre. LAIT écrémé en poudre, amidon de mais, amidon modifie. colorant E160a, arome, sel, colorant issu d'extraits végétaux. OEUF). fond de tarte sucrée 22% (farine de blé (GLUTEN). BEURRE 21% (colorant : E160a), sucre, sirop de sucre inverti, fibres d'avoine (GLUTEN). sel. épaississant: E415. poudre a lever: E450 E500), nappage(eau. sirop glucose fructose. sucre. épaississant: E440 E407, acidifiant: E330, colorant: E163 E160c E120, arome).).",gluten,,france,,c,164.0,5.0,3.4,28.0,14.7,1.0,2.0,0.15
2030500399135,Tartelette fraises,Auchan,"sweet pies, tartlets, fruit tartlets, strawberry tartlets","Fraises 49%, CREME patissiere 24% (eau, sucre, LAIT ecremeen poudre, amidon de mais, amidon modifie, colorant: E160a, arome, sel, colorant issu d'extraits vegetaux, ŒUF), fond de tartelette sucre(farine de BLÉ (GLUTEN). BEURRE 18%, sucre, eau, ŒUF, sel), nappage rouge (eau, sirop de glucose fructose, sucre, gelifiant: E440, E407, correcteur d'acidite: E330, E340, E333. colorant: E163, E160c E120, arome).","eggs, gluten, milk",,france,,c,146.0,4.5,2.7,24.0,13.0,,2.4,0.12
2030500681407,Tarte couronne fraise,Auchan,"sweet pies, fruit tarts, strawberry pies","Fraises 38.8% pate sablée 29.5% (farine de BLE BEURRE, sucre, sucre glace (sucre, amidon). OEUF entier pasteurise), crame chantilly mascarpone nature 28.7% (CREME mascarpone (CREME 70% (CREME, carraghénanes), mascarpone 30% (CREME, poudre de LAIT, dextrose, acide lactique)) sucre), nappage from arop de glucose iniciose such gant 1440 £40/ practor incidit. Focusg40 1993 coorum E160 E103 FIN",,,france,,d,247.8,15.0,10.0,25.0,14.0,,3.2,0.03
20309954,Éclats d'amande chocolat noir,favorina,"snacks, sweet snacks, cocoa and its products, confectioneries, chocolate candies","53% almendras, 47% chocolate negro (azúcar, pasta de cacao, manteca de cacao, mantequilla concentrada, emulgente: lecitinas).",,"fair trade, fairtrade international, made in germany, fairtrade cacao program",spain,,e,598.0,44.6,11.9,31.8,24.6,0.0,14.3,0.06
20332662,Corn flakes 850g,Crownfield,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, flakes, cereal flakes, extruded cereals, extruded flakes, corn flakes","la plata, corn kernels, sugar, barley malt extract, salt,",gluten,"german agricultural society, gold medal of the german agricultural society, 2018 gold medal of the german agricultural society, made in germany","denmark, germany, switzerland",50g,a,494.6,4.6,2.6,96.0,17.6,3.4,15.6,1.24
20346256,Sauce crudités nature,Kania,"condiments, sauces, groceries, sauces crudites","Eau 28%, Huile de colza, vinaigre d'alcool, sucre, vinaigre de vin blanc (sulfites), sel, jaunes d'oeufs, moutarde de Dijon (eau, graines de moutarde, vinaigre d'alcool, sel, conservateur : disulfite (sulfites) de potassium, acidifiant : acide citrique), amidon modifié de pomme de terre, jus de citron concentré, lait entier en poudre, épaississant : gomme xanthane, acidifiant : acide lactique, conservateur : sorbate de potassium, arômes : poivre","eggs, milk, mustard, sulphur dioxide and sulphites",,france,,d,288.0,28.9,2.1,5.9,3.1,,0.5,2.4
20351601,Salada com Coentros,Chef Select,"mistura para salada, salad, salad mix, salada","alface baby leaf verde e roxa, coentros",,,portugal,,a,21.0,0.4,0.1,1.5,0.3,1.6,2.0,0.1075
20384784,Fix für Spaghetti Bolognese,Kania,"condiments, dried products, dried products to be rehydrated, sauces, pasta sauces, dehydrated sauces, groceries","36 % Gemüse getrocknet (Tomaten, Zwiebeln, Karotten), Weizenmehl, jodiertes Speisesalz (Speisesalz, Kaliumiodid), Zucker, Maltodextrine, Maisstärke, Hefeextrakt, Oregano, Palmöl, Knoblauch getrocknet, Würze, färbender Rote-Bete-Saft getrocknet, Säuerungsmittel: Citronensäure; Gewürze, natürliches Aroma.",,,"france, germany",,,317.0,1.5,0.6,64.4,26.7,,8.6,13.0
20397418,Rice Pudding,Belbake,"desserts, puddings, rice puddings","Whole Milk, Skimmed Milk, Water, 9% Rice, Sugar, Whey Powder (Milk), Acidity Regulator: Sodium Carbonates.",milk,vegetarian,"ireland, united kingdom",200g,c,90.0,1.6,1.1,15.9,8.0,0.8,2.7,0.08
20398521,Tuňákový salát na středomořský způsob,Nixe,"seafood, fishes and their products, canned foods, fishes, meals, prepared salads, meals with fish, salads with fish, tuna salads, salads","25% tuňák, 23% vařené těstoviny (pitná voda, krupice z tvrdé pšenice, vaječný bílek*), 9% zelená paprika, 8% červená paprika, 8% fazole flageolet, 7% cibule, 5% grilovaná cibule, zahuštěný rajčatový protlak, limetková šťáva z koncentrátu (pitná voda, kon - centrát limetkové šťávy), řepkový olej, ocet kvasný lihový, cukr, jedlá sůl, bylinky, zahušťovadlo: guma guar; černý pepř, extrakty koření.","eggs, fish, gluten",,united kingdom,220 gram,b,102.0,2.5,0.3,9.4,3.0,,9.8,0.9
20405038,"Hähnchenbrustsalat, Mit Früchten",chef select,salads,"36% Hähnchenbrustfleisch, 15% Ananas , Wasser, Rapsöl, 8% Sellerie, Zucker, 3% Mandarinen, Stärke, Hühnereigelb*, Branntweinessig, Säuerungsmittel: Essigsäure, Citronensäure; Säurere - gulator: Natriumacetate; Speisesalz, Senfsaat, Verdickungsmittel: Guarkernmehl, Johannisbrotkernmehl; natürliches Aroma (enthält Ei), Gewürz. *von Eiern aus Bodenhaltung. Dieses Produkt ist gluten - und laktosefrei.",,"no gluten, no lactose",germany,,c,201.0,13.3,1.2,10.6,8.6,,8.8,1.18
20409494,Chinois - Crème pâtissière,MAÎTRE JEAN PIERRE,"snacks, sweet snacks, sweet pastries and pies, viennoiseries, brioches, brioche filled with custard","crème pâtissière 35% (eau, blancs d'oeufs liquide, sucre, amidon modifié de pommes de terre, poudre de lait entier, poudre de lactosérum, épaississant [E415], conservateur [E202], arôme naturel de vanille, colorant [E160a]), farine de blé, sucre, oeufs frais de poule élevée au sol, eau, sirop de sucre inverti, huile de colza, levure, sirop de glucose, beurre concentré, arômes, sel, gluten de blé, poudre de blanc d'oeufs, émulsifiants (E471, E472e, E481), conservateur (E282), agent de traitement de la farine (E300), arôme naturel (contient alcool).","gluten, milk",,"france, italy",,d,272.0,5.1,1.7,51.0,21.0,1.0,5.8,0.69
20429683,PASTA BAKE Creamy Tomato,Baresa,"condiments, sauces, pasta sauces, groceries","75% reconstituted tomato purée, 5% tomatoes, rapeseed oil, 3% double cream (milk), maize starch, 2% medium fat soft cheese (water, cream (milk), dried milk protein, sea salt), sugar, onions, salt, basil, acidity regulator, citric acid, stabiliser, xanthan gum, garlic powder, oregano, dried parsley, sweetener: steviol glycosides,",milk,,united kingdom,,a,85.0,5.8,1.3,6.9,3.7,2.08091074747475,1.0,0.53
20439552,Birnenkompott mit Zimt,"Deluxe, Lidl","desserts, desserts fruitiers","85 % poires, 13 % sucre, amidon modifié de maïs, épaississants : farine de graines de caroube, gomme xanthane, gomme guar, 0,1%, cannelle, 0,5 % extrait de cannelle, antioxydant : acide ascorbique.",,green dot,"belgium, france, germany",,a,85.0,0.2,0.1,18.5,17.4,,0.4,0.01
20445799,Mélange gourmand savoureux & coloré,,salade,"Salade frisée, mâche, chicorée rouge",,,france,,a,20.0,0.2,0.1,2.1,1.5,2.2,1.4,0.1
20453510,Eisberg-Salat-Mix,Saladinettes,"salatmischung, salads","40& Eisbergsalat, Endivie, 20% Weißkraut, 10% Karotten, Radicchio",,,germany,75g,a,20.0,0.5,0.1,2.5,2.0,,1.2,0.06
20453541,Feldsalat mix,Saladinettes,"salatmischung, salads","Frisée, 35% Feldsalat, Radicchio",,,germany,100g,a,17.1,0.3,0.0,1.9,0.9,,1.7,0.09
2046140023484,Pomme Granny,Cora,"plant based foods and beverages, plant based foods, fruits and vegetables based foods, fruits based foods, fruits, apples, acidic apples, granny smith apples",Pomme Granny Smith,,,france,,a,48.9,0.13,0.021,10.7,10.1,1.3,0.27,0.0
20466893,4 Coquilles aux noix de saint Jacques à la bretonnes,TOQUE DU CHEF,"seafood, snacks, salty snacks, appetizers, frozen foods, meals, mollusc, scallop, frozen ready made meals, scallops with coral, frozen scallops with coral, frozen snacks and starters","Eau, 20 % noix de Saint-Jacques, 15,4 % champignons de Paris (sulfites), 11,9 % crème fraîche (lait), 6 % vin blanc (sulfites), amidon modifié de maïs, 3,3 % chapelure (farine de blé, farine de blé complète, levure, sel), 3 % échalotes, 2,8 % beurre (lait), 1,8 % Cognac, arômes naturels (contient du poissons), poudre de lait, vinaigre de vin blanc, farine de blé, ail, sel, poudre de champignons (jus concentré de champignons, maltodextrine), 0,08 % persil, concentré de tomates, curcuma.","fish, gluten, milk, molluscs, sulphur dioxide and sulphites",green dot,france,90 g,d,141.0,9.3999996185303,6.1999998092651,7.8000001907349,3.0,,5.8000001907349,0.97000002861023
20500290,Peperino Picante,Italiamo,"snacks, salty snacks","pommes de terre en poudre 43%, amidon de pomme de terre, huile de tournesol, sel de cuisine, farine de maïs, arôme naturel, fibre de pommes de terre, sucre, extrait de levure (orge), piment rouge en poudre 0.05%, oignon en poudre, ail en poudre, acidifiant (acide citrique), extrait d'épices",gluten,made in germany,france,30 g,e,406.8,12.0,1.2,70.0,2.0,,4.7,3.1
20530167,Pasta-Sauce Stängelkohl,Italiamo,"condiments, sauces, pasta sauces, pestos, groceries","40% Stängelkohl, Sonnenblumenöl, Wasser, 5% Broccoli, Speisesalz, Zucker, Hefeertrakt, Zwiebeln, Knoblauch, Chili, Säureregulatoren: Milchsäure; Citronensäure, Antioxidationsmittel: Ascorbinsäure.",,,"germany, spain",100g,c,199.0,20.0,2.3,1.9,1.3,,1.8,1.0
20530426,Cioccolini farciti al cacao,Lidl,"snacks, sweet snacks, biscuits and cakes, cakes, filled sponge cake slices","Zucchero, oli e grassi vegetali (palma, palmisto, cocco e girasole in proporzione variabile), farina di frumento, 15% uova&quot;, sciroppo di glucosio-fruttosio, 5% cacao magro in polvere**, 4,4% latte fresco pastorizzato, latte scremato in polvere, latte in polvere, aromi, proteine del latte, cioccolato (zucchero, pasta di cacao**), emulsionanti: mono - e digliceridi degli acidi grassi, lecitine di sola; agenti lievitanti: carbonati di ammonio, carbonati di sodio, difosfati; lattosio, sale.",,,italy,,e,418.0,20.0,13.0,52.0,34.0,1.6,6.2,0.5
20548452,Gelatelli Karamell Eis Mit Karamellsauce Und Macadamiastückchen,Gelatelli,"desserts, frozen foods, frozen desserts, ice creams and sorbets, ice creams, ice cream bars, ice cream bars coated with chocolate","lait (origine: UE) écrémé, sucre, eau, lactosérum (lait), pâte de cacao, sirop de glucose, beurre de cacao, graisse de coco, protéines de lait, beurre concentré (lait), lait concentré sucré écrémé (lait écrémé concentré, sucre), 2,1% noix de Macadamia, sirop de glucose-fructose, lait en poudre écrémé, beurre (lait), maltodextrine dextrose, émulsifiants: mono-et digycerides d'acides gras, lécithines (soja), polyricinoléate de polyglycérol, stabilisants: farine de graines de caroube, carraghénanes, gomme guar, arôme naturel de vanille sel, arômes naturels, Chocolat au lai cacao, 2, % roln Matière sèche issue du lait : 14 % min, Trace","milk, soybeans","sustainable farming, green dot, utz certified, utz certified cocoa",france,67g,e,329.0,18.5,11.8,36.5,32.9,,3.4,0.28
20552046,Milchreis Kirsche,"Milbona,Lidl","desserts, puddings, rice puddings, rice puddings with a fruit preparation","Vollmilch, Buttermilch, Wasser, Zucker, 7,8% Rundkornreis, 7,2% Kirschen, Stärke, färbende Pflanzenkonzentrate (Rote Bete, Karotte), Verdickungsmittel: Pektine; Säuerungsmittel: Citronensäure Säureregulatoren: Natriumcitrate, Calciumcitrate; natürliches Vanille-Aroma, natürliches Aroma (enthält Milch). Kann Spuren von Soja, Ei und glutenhaltigem Getreide enthalten.",milk,"pasteurized, nutriscore, nutriscore grade c","france, germany",,c,112.0,2.0,1.3,20.5,12.3,0.1,2.9,0.1
2055254093801,Brandade,Briau,"meals, meals with fish, cod brandade, brandades de morue parmentiere, preparations made from fish meat","Morue* 38% (gadus Conseil réchauffa e: Verser la brandade un plat ada té : spp*), pommes de terre 36%, huile de - au micro-ondes : 5 à 7 min. à 850 tournesol ou de colza, lait en poudre (ih.7) oi nons, flocons de pommes de terre, ail (al sel), persil, sel, poivre. NO lot : *Malgré tout le soin apporté à la préparation de ce Emballé le : poisson, qualité sans arête, la présence exceptionnelle A consommerjusqu'au : d'arête n'est jamais exclue. Cuisiné en Lot et Garonne - 47931 AGEN Cedex 9 Pourvosrema uesnouscontacterau0553770262",,green dot,france,,b,140.0,8.2,0.64,8.7,0.2,,7.0,0.48
20564933,Vinagre de arroz,Vitasia,"condiments, vinegars, rice vinegars","agua, arroz.",,made in germany,"france, germany, poland, spain",,,15.0,0.0,0.0,0.0,0.0,0.2625,0.0,0.0
20638269,Oeuf Gourmand lait & éclats de citron,Favorina,"snacks, sweet snacks, cocoa and its products, festive foods, chocolates, chocolate molds, easter food, chocolate eggs, easter eggs, hollow chocolate eggs","96 % chocolat au lait (cacao : 33 % minimum) (sucre, beurre de cacao, poudre de lait entier, pâte de cacao, arôme naturel de vanille, émulsifiant : lécithine de soja), 4 % éclats de citron (sucre, citron 0,4 %, acidifiant : acide citrique, arôme naturel de citron).","milk, soybeans",made in france,france,,e,557.2,36.0,22.0,52.0,52.0,2.794,6.3,0.2
20649784,Saladinettes Salat Mexicana,chef select,"salatmischung, salads","Salatmischung [Gemüse in veränderlichen Gewichtsanteilen (Karotten, Endivie, Zuckerhut, Tomaten, Lollo Rosso, Frisée, Radicchio), 17% Hähnchen-Streifen, gebraten, gewürzt, aus Fleischstücken zusammengefügt (95% Hähnchenfleisch, Trinkwasser, Speisesalz, Rapsöl, Dextrose, Stabilisatoren: Kaliumlactat, Triphosphate; Gewürzextrakte, Paprika edelsüß, gemahlen), 16% Gemüse in veränderlichen Gewichtsanteilen (Gemüsemais, Kidney-Bohnen)], French-Dressing [50% Joghurt (3,5% Fett), Rapsöl, Apfelsaft aus Apfelsaftkonzentrat, Trinkwasser, Tomatenmark, Branntweinessig, Zucker, Zitronensaft aus Zitronensaftkonzentrat, Speisesalz, Kräuter, Schwarzer Pfeffer, Schnittlauch, modifizierte Stärke, Senf (Trinkwasser, Senfsaaten, Branntweinessig, Speisesalz, Zucker, Gewürze, natürliches Aroma), Maisstärke, Hühnereigelb*, Gewürze, Verdickungsmittel: Xanthan, Johannisbrotkernmehl; Säuerungsmittel: Citronensäure, Äpfelsäure; Süßungsmittel: Saccharin]. *von Eiern aus Bodenhaltung","eggs, milk, mustard",made in germany,"france, germany",1 serving (100 g),c,27.8840025493945,6.3,0.9,4.6,3.0,,4.1,1.0
20649791,Salat Kunterbunt mit Kräuter-Vinaigrette,Select & Go,"salatmischung, salads","Salatmischung [Gemüse in veränderlichen Gewichtsanteilen (Weißkohl, Endivie, Frisée, Lollo Bionda, Lollo Rosso, Radicchio), 28% Tomaten, 14% Gemüsemais, 11% Karotten], Kräuter-Vinaigrette (Trinkwasser, Zucker, Orangensaft aus Orangensaftkonzentrat, Rapsöl, Branntweinessig, Zwiebeln, Speisesalz, Schnittlauch, Petersilie, Dill, Paprika, Verdickungsmittel: Natriumalginat, Xanthan; Senfsaaten, Gewürze)",mustard,"no gluten, vegetarian, vegan, no lactose","france, germany",,b,52.0,1.7,0.2,7.4,5.5,,1.0,0.59
20651756,Potato Salad with Crème Fraîche,Meadow Fresh,"meals, prepared salads, potato dishes, potato salads, salads","potato salad in a crème fraîche dressing ingredients 61% cooked potatoes, rapeseed oil, water, sugar, 5% crème fraîche (milk), spirit vinegar, cream (milk), yogurt (milk), salt, modified maize starch, egg yolk, acidity regulator: potassium acetate, chives, dill, onion, acids: citric acid, tartaric acid, spices (contain mustard), thickeners: guar gum, pectins, xanthan gum, glucose syrup, yeast extract, lactose (milk), stabiliser: carrageenan, allergy advice for allergens, see ingredients in bold, may also contain crustaceans, fish, nuts, peanuts and sesame,","fish, milk, nuts",,france,1 serving (100 g),c,163.0,11.3,2.1,12.9,4.2,1.6,1.4,0.0021
20681876,Filet de Flétan,Fishcut,"seafood, fishes and their products, fishes, fish fillets, atlantic halibut, filets de fletan",100 % Flétan,fish,,france,110 g,a,180.4,13.2,2.0,0.1,0.1,0.0,15.3,0.05
20692421,Riz au lait saveur vanille,Milbona,"desserts, puddings, rice puddings, vanilla flavored rice pudding","78 % lait entier (origine : France), 10% riz, sucre, amidon de riz, arôme, sel, colorant : rocou, curcumine.",milk,french milk,france,115g,c,134.0,3.0,2.0,23.9,14.7,0.1306,2.6,0.17
